1,0,0,0,0,0,0,0,0,0
0.97503,0,0,0,0,0,0,0,0,0.024975
0.95085,0,0,4.9e-06,0.00047922,0,4.9e-06,0,0,0.048666
0.92744,0,3.7244e-07,3.1891e-05,0.0013581,0,1.8741e-05,1.0047e-07,0,0.071151
0.90479,2.5942e-08,2.2069e-06,9.2994e-05,0.0025677,6.0651e-09,4.5332e-05,5.0273e-07,0,0.092504
0.88287,1.6436e-07,6.9619e-06,0.00019617,0.0040482,3.5828e-08,8.8125e-05,1.504e-06,1.4154e-10,0.11279
0.86166,5.7392e-07,1.6224e-05,0.00034621,0.0057483,1.2298e-07,0.00015015,3.4899e-06,9.8565e-10,0.13208
0.84114,1.4829e-06,3.1551e-05,0.00054548,0.0076234,3.2066e-07,0.00023399,6.9245e-06,3.9129e-09,0.15042
0.82129,3.1792e-06,5.4364e-05,0.00079451,0.0096354,7.0363e-07,0.00034175,1.234e-05,1.1625e-08,0.16786
0.8021,5.9957e-06,8.5897e-05,0.0010924,0.011752,1.3694e-06,0.00047506,2.0325e-05,2.8722e-08,0.18447
0.78354,1.0296e-05,0.00012716,0.0014374,0.013944,2.4383e-06,0.00063514,3.1511e-05,6.2334e-08,0.20028
0.76558,1.6461e-05,0.00017894,0.0018269,0.016188,4.0528e-06,0.0008228,4.6564e-05,1.2277e-07,0.21533
0.74823,2.4872e-05,0.00024179,0.0022579,0.018464,6.3759e-06,0.0010385,6.6171e-05,2.2418e-07,0.22967
0.73144,3.5905e-05,0.00031607,0.0027271,0.020755,9.5891e-06,0.0012822,9.1028e-05,3.8516e-07,0.24334
0.71522,4.992e-05,0.00040193,0.003231,0.023046,1.389e-05,0.0015539,0.00012183,6.2939e-07,0.25636
0.69953,6.7251e-05,0.00049937,0.0037662,0.025324,1.949e-05,0.001853,0.00015928,9.8611e-07,0.26878
0.68437,8.8206e-05,0.00060824,0.0043292,0.027581,2.6609e-05,0.0021789,0.00020404,1.4906e-06,0.28062
